parameter_id,JAX_LDT_005_001
gene_symbol,Bcs1l
analysis_id,irk1p0c1o7q1440
mouse_life_stage,Early adult
gene_accession_id,MGI:1914071
parameter_name,Time mobile dark side
pvalue,0.09122417
mouse_strain,C57BL
