parameter_id,MGP_CSD_064_001
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
analysis_id,0kl9c63yv2le261
pvalue,0.8090774
gene_symbol,Wars2
parameter_name,Head morphology
mouse_strain,C57BL
