mouse_strain,129SV
parameter_id,MGP_CSD_025_001
parameter_name,Ventral coat/hair presence
gene_symbol,Nipal3
pvalue,0.2859248
mouse_life_stage,Early adult
analysis_id,ug299vj9hgim29h
gene_accession_id,MGI:1921802
