gene_symbol,Rigi
mouse_life_stage,Early adult
pvalue,0.1466238
gene_accession_id,MGI:2442858
parameter_id,MGP_IMM_089_001
mouse_strain,C57BL
parameter_name,KLRG1+ gd T cells - % of CD45+
analysis_id,57w2xc23wg1d948
