gene_symbol,Ola1
parameter_name,Placenta Size
gene_accession_id,MGI:1914309
parameter_id,IMPC_GPP_004_001
analysis_id,zm93ae6yy07oryd
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5122566
