parameter_id,IMPC_GEO_064_001
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
pvalue,0.4664849
mouse_strain,C57BL
analysis_id,szg1w14d946ua16
parameter_name,Edema
mouse_life_stage,Middle aged adult
