parameter_name,Whole arena resting time
parameter_id,ESLIM_007_001_003
mouse_strain,C57BL
gene_symbol,Bcs1l
pvalue,0.4631652
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
analysis_id,e283ldeg095kfg7
