parameter_id,IMPC_IMM_046_001
pvalue,0.2423335
gene_accession_id,MGI:1922855
gene_symbol,Kdm5b
analysis_id,0wdgij91a05c6fx
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,DN CD44+CD62L- NKT cells
