gene_symbol,Nucks1
parameter_name,Periphery resting time
mouse_strain,C57BL
gene_accession_id,MGI:1934811
mouse_life_stage,Middle aged adult
pvalue,0.2533139
analysis_id,92h82o0836a2121
parameter_id,IMPC_OFD_011_001
