gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
parameter_id,IMPC_CSD_028_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,jc1urtb7fuo1i63
parameter_name,Snout size
pvalue,0.6899632
