gene_symbol,Zyg11b
mouse_life_stage,E18.5
analysis_id,vg8awbv80nox21a
parameter_id,IMPC_GEO_011_001
mouse_strain,C57BL
parameter_name,Blood Vessel Morphology
gene_accession_id,MGI:2685277
pvalue,0.7894011
