gene_symbol,Slc39a10
mouse_strain,C57BL
analysis_id,u304bcvg83xjfd2
parameter_name,Periphery - Permanence Time
parameter_id,M-G-P_007_001_008
pvalue,0.06273432
mouse_life_stage,Early adult
gene_accession_id,MGI:1914515
