gene_symbol,Jun
pvalue,0.4080314
mouse_life_stage,E15.5
analysis_id,100f1837unoas19
mouse_strain,C57BL
parameter_id,IMPC_LDT_006_001
gene_accession_id,MGI:96646
parameter_name,Latency to first transition into dark
