gene_symbol,Hnf4a
analysis_id,qz4l55vsn0ii303
mouse_strain,C57BL
parameter_id,IMPC_ACS_037_001
mouse_life_stage,Late adult
pvalue,0.1863006
parameter_name,% Pre-pulse inhibition - Global
gene_accession_id,MGI:109128
