mouse_strain,129SV
gene_symbol,Cntfr
parameter_name,Global prepulse inhibition
pvalue,0.4987994
gene_accession_id,MGI:99605
parameter_id,ESLIM_011_001_705
mouse_life_stage,Early adult
analysis_id,mf63zz7w11rx6l7
