gene_symbol,Tbl1xr1
mouse_life_stage,Early adult
analysis_id,3txs1e4dszopr4x
parameter_name,Eyelid morphology
parameter_id,IMPC_EYE_004_001
pvalue,0.4338178
mouse_strain,C57BL
gene_accession_id,MGI:2441730
