parameter_id,JAXLA_DXA_009_001
parameter_name,Fat/Body weight
mouse_life_stage,Early adult
pvalue,0.5869035
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
mouse_strain,C57BL
analysis_id,dwh5rl3075jq0wh
