mouse_life_stage,Middle aged adult
pvalue,0.2120997
analysis_id,09xxi0tfx051027
gene_accession_id,MGI:1336200
parameter_id,IMPC_XRY_066_001
mouse_strain,C57BL
gene_symbol,Hpca
parameter_name,Sacral processes
