gene_symbol,Slc28a2
analysis_id,6n67v1a63o6jd2p
parameter_id,ESLIM_007_001_009
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1913105
pvalue,0.8507032
parameter_name,Periphery average speed
