parameter_id,IMPC_XRY_024_001
analysis_id,e7e6k0mcmaqmfds
gene_accession_id,MGI:1346088
mouse_strain,C57BL
parameter_name,Femur
mouse_life_stage,Early adult
gene_symbol,Cd52
pvalue,0.6989605
