gene_symbol,Nucks1
mouse_life_stage,Early adult
pvalue,0.1708094
mouse_strain,C57BL
gene_accession_id,MGI:1934811
analysis_id,esbmk0gggc79l85
parameter_id,IMPC_GEL_060_001
parameter_name,Neural tube morphology
