parameter_id,IMPC_EYE_006_001
mouse_life_stage,Early adult
parameter_name,Narrow eye opening
pvalue,0.09148478
analysis_id,93773b4ms28945p
gene_accession_id,MGI:3046938
mouse_strain,C57BL
gene_symbol,Hrnr
