gene_symbol,Dcaf10
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,s7vg4710g2w3i8x
parameter_id,ESLIM_011_001_007
gene_accession_id,MGI:2140179
parameter_name,PP1 + pulse startle magnitude
pvalue,0.3110053
