parameter_id,MGP_CSD_025_001
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:1917810
analysis_id,0oynu75720d33z6
parameter_name,Ventral coat/hair presence
gene_symbol,Wars2
pvalue,0.3187128
