parameter_id,JAX_LDT_002_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,1c4q1h1uegf4q5v
gene_symbol,Cdin1
parameter_name,Light side time spent
pvalue,0.4602927
gene_accession_id,MGI:3026886
