gene_accession_id,MGI:1920564
gene_symbol,Lrrc69
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_004_001
pvalue,0.4934682
parameter_name,Total CD4+ T cells - % of ab T cells
analysis_id,in8s4x3232cw422
