gene_symbol,Rigi
parameter_name,Fractional Shortening
gene_accession_id,MGI:2442858
parameter_id,IMPC_ECH_005_001
analysis_id,80z0t9ao69w2d3e
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8645135
