mouse_life_stage,E12.5
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
parameter_name,Neutrophil cell count
mouse_strain,C57BL
pvalue,0.6846433
analysis_id,02106x79296zd52
parameter_id,IMPC_HEM_030_001
