parameter_id,JAXLA_CSD_041_002
analysis_id,0sqe596123qt55n
gene_accession_id,MGI:99605
parameter_name,Hindpaw - size
mouse_life_stage,Early adult
mouse_strain,129SV
gene_symbol,Cntfr
pvalue,0.6479828
