gene_symbol,Zmynd8
parameter_name,Center resting time
parameter_id,JAX_OFD_015_001
mouse_life_stage,Early adult
mouse_strain,129SV
gene_accession_id,MGI:1918025
pvalue,0.06692723
analysis_id,5i8f3923aj7n0o1
