parameter_id,M-G-P_007_001_008
mouse_strain,C57BL
gene_symbol,Psmd14
gene_accession_id,MGI:1913284
pvalue,0.9908679
mouse_life_stage,Early adult
parameter_name,Periphery - Permanence Time
analysis_id,1yo011pb0110o1v
