gene_symbol,Slc30a4
parameter_id,IMPC_XRY_022_001
parameter_name,Radius
mouse_strain,C57BL
analysis_id,8f6dvnp6igqk98h
gene_accession_id,MGI:1345282
pvalue,0.2922058
mouse_life_stage,Late adult
