Parameter_id,HMGULA_CBC_017_001
Parameter_name,Triglycerides
Mouse_life_stage,Early adult
mouse_strain,C57BL
Pvalue,0.3368376
Gene_accession_id,MGI:1916222
Gene_symbol,Tatdn3
analysis_id,88rd38gy1m0i8cs
