gene_symbol,Bcs1l
parameter_name,HDL-cholesterol
parameter_id,HMGULA_CBC_016_001
mouse_strain,C57BL
analysis_id,n143x68c0pm8833
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
pvalue,0.8043495
