parameter_id,JAX_OFD_012_001
gene_symbol,Cds2
mouse_strain,129SV
gene_accession_id,MGI:1332236
pvalue,0.4145762
mouse_life_stage,Early adult
analysis_id,ubuud1830zuq48g
parameter_name,Periphery permanence time
