parameter_id,IMPC_EYE_016_001
mouse_strain,C57BL
pvalue,0.2681482
mouse_life_stage,Early adult
gene_symbol,Opn3
gene_accession_id,MGI:1338022
analysis_id,qo3i6bp5u6lv3ej
parameter_name,Lens
