parameter_id,IMPC_EYE_027_001
mouse_life_stage,Early adult
pvalue,0.9605738
parameter_name,Persistence of hyaloid vascular system
mouse_strain,C57BL
gene_symbol,Car13
analysis_id,3inl3op689nl751
gene_accession_id,MGI:1931322
