parameter_id,IMPC_ECH_008_001
gene_symbol,Cdin1
pvalue,0.06933366
gene_accession_id,MGI:3026886
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,iq865255q9i754k
parameter_name,LVIDd
