parameter_id,MGP_PBI_001_001
analysis_id,ov8u4j0b67m55db
parameter_name,Total T cell percentage
pvalue,0.4782217
gene_accession_id,MGI:1921493
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Slx4ip
