mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Resting CD8+ T cells - % of CD45+
pvalue,0.4230817
parameter_id,MGP_IMM_082_001
gene_symbol,Arnt
gene_accession_id,MGI:88071
analysis_id,78h9u197jq329t2
