parameter_name,Eye
analysis_id,78h1093e15ln4n4
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.299448
parameter_id,IMPC_EYE_001_001
