gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,kp92qyw7601jl91
parameter_id,MGP_MLN_066_001
parameter_name,Effector CD4+ T helper cells - % of CD45+
pvalue,0.8142003
