parameter_id,M-G-P_014_001_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2385156
analysis_id,21h0sf021092j6t
gene_symbol,Sdcbp2
parameter_name,Eye
pvalue,0.7337775
