pvalue,0.5971076
analysis_id,p2e0x4zly157pf7
gene_symbol,Trpa1
gene_accession_id,MGI:3522699
parameter_id,MGP_IMM_078_001
mouse_strain,C57BL
parameter_name,Resting Treg cells - % of CD45+
mouse_life_stage,Early adult
