mouse_strain,129SV
gene_accession_id,MGI:1332236
parameter_name,Creatinine
pvalue,0.6735868
mouse_life_stage,Early adult
analysis_id,g6jv237g6p00568
gene_symbol,Cds2
parameter_id,IMPC_CBC_005_001
