mouse_life_stage,E12.5
pvalue,0.1259784
parameter_id,MGP_IMM_004_001
mouse_strain,C57BL
parameter_name,Total CD4+ T cells - % of ab T cells
gene_symbol,FGB
gene_accession_id,MGI:99501
analysis_id,t3f1t8ctxx90q00
