gene_symbol,Bcs1l
pvalue,0.8989206
gene_accession_id,MGI:1914071
parameter_name,Lymphocyte differential count
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,08l3f1ky66mg7f8
parameter_id,IMPC_HEM_031_001
