parameter_id,IMPC_ACS_034_001
pvalue,0.2328021
parameter_name,% Pre-pulse inhibition - PPI2
analysis_id,c541yaw775f5429
gene_accession_id,MGI:1919949
mouse_strain,C57BL
gene_symbol,Lime1
mouse_life_stage,Early adult
