parameter_id,ESLIM_001_001_117
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.4930488
parameter_name,eye size
analysis_id,gua513we6q92g35
gene_accession_id,MGI:1914944
gene_symbol,Ift74
