parameter_id,JAXLA_CSD_021_001
parameter_name,Hindlimbs - shape
pvalue,0.6852976
mouse_life_stage,Early adult
mouse_strain,C54BL
gene_accession_id,MGI:1914836
gene_symbol,Ubxn11
analysis_id,gft8a0to9hh1hhu
