gene_symbol,Dnaaf9
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - Global
pvalue,1.694002e-09
parameter_id,IMPC_ACS_037_001
analysis_id,217f9n4o93yhzzv
mouse_life_stage,Early adult
gene_accession_id,MGI:1923029
