gene_symbol,Plcb1
parameter_name,Percent time in dark
analysis_id,503k8p5908siazz
parameter_id,JAX_LDT_008_001
mouse_strain,C57BL
pvalue,0.9032991
gene_accession_id,MGI:97613
mouse_life_stage,Late adult
