parameter_id,IMPC_OFD_011_001
gene_symbol,Zc2hc1a
parameter_name,Periphery resting time
gene_accession_id,MGI:1914556
mouse_life_stage,Early adult
pvalue,0.6899865
analysis_id,seyq1n7ps0r47m6
mouse_strain,C57BL
