parameter_id,MGP_MLN_066_001
parameter_name,Effector CD4+ T helper cells - % of CD45+
mouse_life_stage,Early adult
gene_symbol,Tnni1
gene_accession_id,MGI:105073
analysis_id,vl2070385g3ixwy
mouse_strain,C57BL
pvalue,0.5527519
