parameter_id,IMPC_CBC_018_001
parameter_name,Glucose
pvalue,1.269625
analysis_id,6521rt0vt8500ql
mouse_life_stage,Early adult
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
mouse_strain,C57BL
