Gene_symbol,Dcaf12
Mouse_life_stage,Early adult
Pvalue,0.2964035
Parameter_name,Whole arena resting time
parameter_id,HRWLLA_OFD_007_001
Gene_accession_id,MGI:1916220
Analysis_id,645b3u92f01j31c
Mouse_strain,C57BL
