gene_symbol,Mapkap1
parameter_id,JAX_OFD_012_001
mouse_strain,C57BL
pvalue,0.7723266
parameter_name,Periphery permanence time
analysis_id,0nq47t707kad2v4
gene_accession_id,MGI:2444554
mouse_life_stage,Early adult
