gene_symbol,Fgb
mouse_strain,C57BL
gene_accession_id,MGI:99501
pvalue,0.6514916
mouse_life_stage,E12.5
parameter_id,HMGULA_SHI_009_001
parameter_name,Startle response
analysis_id,6a124jfc1or25ix
