gene_symbol,Dnajc6
parameter_name,White blood cell-count
analysis_id,82qsh2141n2q5yv
gene_accession_id,MGI:1919935
parameter_id,M-G-P_016_001_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3693911
