gene_accession_id,MGI:1923029
gene_symbol,Dnaaf9
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,HRWLLA_CSD_008_001
pvalue,0.842551
parameter_name,Coat - color pattern - back
analysis_id,5281g9bk59tt439
