parameter_id,IMPC_CSD_079_001
mouse_strain,C57BL
gene_symbol,Sfpq
mouse_life_stage,Early adult
parameter_name,Aggression
pvalue,0.1217776
gene_accession_id,MGI:1918764
analysis_id,64e82471u3ng9q2
