mouse_strain,129SV
analysis_id,719c00z206qt54k
gene_accession_id,MGI:1920638
parameter_name,Startle response
parameter_id,HMGULA_SHI_009_001
gene_symbol,Bpifa3
pvalue,0.9539295
mouse_life_stage,Early adult
