parameter_id,MGP_MLN_006_001
analysis_id,4176l1639z291k7
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
gene_symbol,Ddx27
pvalue,0.2176403
mouse_strain,129SV
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
