parameter_id,MGP_CSD_064_001
parameter_name,Head morphology
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,bztnt7f8vn5n278
pvalue,0.1583677
